,minggu,kabupaten,PPKM,sembuh,meninggal,total_kasus
0,1,1,1,3,1,4
1,1,2,1,1,0,1
2,1,3,1,1,0,1
3,1,4,1,1,0,1
4,1,5,1,2,0,2
5,1,6,1,1,0,1
6,1,7,1,0,1,1
7,1,8,1,1,0,1
8,1,9,1,15,4,19
9,1,10,1,4,2,6
10,1,11,1,3,0,3
11,1,12,1,1,0,1
12,1,13,1,0,1,1
13,1,14,1,2,0,2
14,1,15,1,1,0,1
15,1,16,1,3,0,3
16,1,17,1,1,0,1
17,1,18,1,1,1,2
18,1,19,1,1,0,1
19,1,20,1,2,1,3
20,2,1,1,1,0,1
21,2,2,1,6,0,6
22,2,3,1,2,0,2
23,2,4,1,1,0,1
24,2,5,1,2,0,2
25,2,6,1,1,0,1
26,2,7,1,2,2,4
27,2,9,1,36,8,44
28,2,10,1,2,0,2
29,2,11,1,1,1,2
30,2,12,1,3,1,4
31,2,13,1,2,0,2
32,2,14,1,1,0,1
33,2,15,1,1,0,1
34,2,16,1,1,0,1
35,2,17,1,4,1,5
36,2,18,1,3,0,3
37,2,19,1,1,0,1
38,2,21,1,3,0,3
39,2,22,1,1,0,1
40,2,23,1,4,0,4
41,2,24,1,1,1,2
42,2,25,1,1,1,2
43,2,26,1,1,0,1
44,2,27,1,2,1,3
45,2,28,1,0,3,3
46,2,29,1,1,1,2
47,2,30,1,1,0,1
48,2,31,1,0,1,1
49,2,32,1,4,0,4
50,3,1,1,7,1,8
51,3,2,1,6,0,6
52,3,3,1,6,1,7
53,3,4,1,0,1,1
54,3,7,1,1,0,1
55,3,9,1,18,6,24
56,3,10,1,6,0,6
57,3,11,1,1,0,1
58,3,12,1,2,0,2
59,3,15,1,2,0,2
60,3,18,1,4,1,5
61,3,20,1,1,0,1
62,3,21,1,2,0,2
63,3,22,1,1,0,1
64,3,23,1,1,0,1
65,3,24,1,1,0,1
66,3,25,1,1,0,1
67,3,26,1,4,0,4
68,3,27,1,1,0,1
69,3,28,1,2,0,2
70,3,29,1,2,0,2
71,3,30,1,4,1,5
72,3,31,1,4,1,5
73,3,32,1,9,0,9
74,3,33,1,2,0,2
75,3,34,1,0,1,1
76,4,1,1,23,1,24
77,4,2,1,4,0,4
78,4,3,1,6,1,7
79,4,4,1,5,1,6
80,4,5,1,2,0,2
81,4,6,1,4,0,4
82,4,9,1,44,4,48
83,4,10,1,7,2,9
84,4,11,1,2,0,2
85,4,12,1,5,1,6
86,4,14,1,20,0,20
87,4,15,1,8,0,8
88,4,17,1,3,1,4
89,4,18,1,1,1,2
90,4,19,1,3,0,3
91,4,20,1,3,0,3
92,4,21,1,0,1,1
93,4,22,1,1,1,2
94,4,23,1,1,1,2
95,4,24,1,2,0,2
96,4,25,1,7,0,7
97,4,26,1,4,0,4
98,4,28,1,6,1,7
99,4,29,1,1,0,1
100,4,30,1,3,0,3
101,4,31,1,1,0,1
102,4,32,1,25,0,25
103,4,33,1,1,2,3
104,4,35,1,0,1,1
105,5,1,1,11,1,12
106,5,2,1,7,0,7
107,5,3,1,0,1,1
108,5,4,1,11,1,12
109,5,5,1,1,0,1
110,5,6,1,7,0,7
111,5,7,1,8,0,8
112,5,8,1,1,0,1
113,5,9,1,45,2,47
114,5,10,1,9,2,11
115,5,11,1,8,1,9
116,5,12,1,1,0,1
117,5,13,1,14,1,15
118,5,14,1,12,1,13
119,5,15,1,16,0,16
120,5,17,1,3,1,4
121,5,18,1,6,2,8
122,5,19,1,3,1,4
123,5,20,1,3,0,3
124,5,22,1,2,0,2
125,5,23,1,5,0,5
126,5,24,1,2,0,2
127,5,25,1,5,0,5
128,5,26,1,1,0,1
129,5,28,1,1,1,2
130,5,29,1,1,0,1
131,5,30,1,2,0,2
132,5,32,1,14,0,14
133,5,33,1,11,0,11
134,5,34,1,2,1,3
135,5,36,1,15,0,15
136,6,1,2,9,0,9
137,6,2,2,18,0,18
138,6,3,2,2,0,2
139,6,4,2,4,0,4
140,6,5,2,2,0,2
141,6,6,2,3,0,3
142,6,7,2,5,1,6
143,6,9,2,15,2,17
144,6,10,2,4,0,4
145,6,11,2,10,0,10
146,6,12,2,6,0,6
147,6,13,2,7,0,7
148,6,14,2,13,0,13
149,6,15,2,12,0,12
150,6,17,2,4,0,4
151,6,18,2,9,0,9
152,6,19,2,26,0,26
153,6,20,2,1,0,1
154,6,21,2,1,0,1
155,6,22,2,2,0,2
156,6,23,2,2,1,3
157,6,25,2,5,0,5
158,6,26,2,2,0,2
159,6,27,2,1,0,1
160,6,28,2,11,0,11
161,6,29,2,1,0,1
162,6,32,2,8,0,8
163,6,33,2,3,0,3
164,6,34,2,0,1,1
165,6,36,2,1,0,1
166,6,37,2,1,0,1
167,7,1,2,5,0,5
168,7,2,2,5,0,5
169,7,3,2,4,0,4
170,7,4,2,1,0,1
171,7,6,2,2,0,2
172,7,7,2,1,0,1
173,7,8,2,1,0,1
174,7,9,2,25,2,27
175,7,10,2,6,0,6
176,7,11,2,6,0,6
177,7,12,2,0,1,1
178,7,13,2,2,0,2
179,7,14,2,2,0,2
180,7,15,2,8,0,8
181,7,18,2,2,0,2
182,7,19,2,2,0,2
183,7,21,2,6,0,6
184,7,22,2,8,0,8
185,7,23,2,2,0,2
186,7,25,2,11,0,11
187,7,26,2,3,0,3
188,7,28,2,3,1,4
189,7,29,2,1,0,1
190,7,30,2,2,0,2
191,7,32,2,3,0,3
192,7,33,2,8,0,8
193,8,1,2,5,0,5
194,8,2,2,3,0,3
195,8,3,2,5,0,5
196,8,4,2,6,0,6
197,8,6,2,4,0,4
198,8,7,2,2,0,2
199,8,8,2,5,0,5
200,8,9,2,35,5,40
201,8,10,2,1,1,2
202,8,11,2,2,0,2
203,8,12,2,1,0,1
204,8,13,2,2,0,2
205,8,14,2,3,0,3
206,8,15,2,21,0,21
207,8,16,2,1,0,1
208,8,17,2,4,1,5
209,8,18,2,6,0,6
210,8,19,2,12,0,12
211,8,20,2,1,0,1
212,8,21,2,9,0,9
213,8,22,2,3,0,3
214,8,23,2,2,0,2
215,8,24,2,1,0,1
216,8,25,2,4,0,4
217,8,26,2,11,0,11
218,8,27,2,2,0,2
219,8,28,2,6,0,6
220,8,29,2,5,0,5
221,8,30,2,19,0,19
222,8,32,2,1,1,2
223,8,33,2,2,0,2
224,8,34,2,8,0,8
225,8,35,2,0,1,1
226,8,36,2,9,0,9
227,9,1,2,1,0,1
228,9,2,2,3,0,3
229,9,3,2,8,0,8
230,9,4,2,1,0,1
231,9,5,2,1,0,1
232,9,6,2,1,0,1
233,9,8,2,2,0,2
234,9,9,2,28,7,35
235,9,10,2,2,0,2
236,9,11,2,14,0,14
237,9,12,2,1,0,1
238,9,13,2,3,0,3
239,9,14,2,4,0,4
240,9,15,2,6,0,6
241,9,16,2,0,1,1
242,9,17,2,1,1,2
243,9,18,2,4,0,4
244,9,19,2,5,0,5
245,9,21,2,5,0,5
246,9,22,2,4,0,4
247,9,23,2,2,0,2
248,9,24,2,2,0,2
249,9,25,2,3,0,3
250,9,26,2,10,0,10
251,9,28,2,1,1,2
252,9,30,2,1,0,1
253,9,31,2,7,1,8
254,9,32,2,5,0,5
255,9,33,2,9,0,9
256,9,34,2,7,0,7
257,9,36,2,2,0,2
258,10,1,2,4,0,4
259,10,2,2,5,0,5
260,10,3,2,18,8,26
261,10,4,2,1,0,1
262,10,6,2,1,0,1
263,10,7,2,3,0,3
264,10,9,2,24,7,31
265,10,10,2,3,0,3
266,10,11,2,7,1,8
267,10,14,2,1,0,1
268,10,15,2,2,0,2
269,10,16,2,3,0,3
270,10,17,2,4,0,4
271,10,18,2,1,0,1
272,10,19,2,2,0,2
273,10,21,2,4,0,4
274,10,22,2,2,0,2
275,10,23,2,2,0,2
276,10,24,2,6,1,7
277,10,25,2,1,0,1
278,10,26,2,5,0,5
279,10,28,2,2,0,2
280,10,29,2,0,1,1
281,10,30,2,1,0,1
282,10,31,2,4,1,5
283,10,32,2,9,0,9
284,10,33,2,1,0,1
285,10,34,2,3,0,3
286,10,36,2,3,0,3
287,11,1,2,6,1,7
288,11,2,2,1,0,1
289,11,3,2,44,15,59
290,11,4,2,3,0,3
291,11,5,2,2,0,2
292,11,6,2,6,0,6
293,11,7,2,2,0,2
294,11,9,2,88,26,114
295,11,10,2,2,0,2
296,11,11,2,57,0,57
297,11,12,2,2,0,2
298,11,13,2,5,0,5
299,11,14,2,2,0,2
300,11,15,2,2,0,2
301,11,16,2,5,1,6
302,11,17,2,3,0,3
303,11,18,2,3,0,3
304,11,19,2,2,0,2
305,11,20,2,2,0,2
306,11,21,2,12,0,12
307,11,22,2,7,1,8
308,11,23,2,6,1,7
309,11,24,2,21,3,24
310,11,25,2,3,0,3
311,11,26,2,7,0,7
312,11,27,2,1,0,1
313,11,28,2,11,1,12
314,11,29,2,2,0,2
315,11,30,2,4,0,4
316,11,31,2,1,0,1
317,11,32,2,4,0,4
318,11,33,2,3,0,3
319,11,34,2,5,0,5
320,11,36,2,3,0,3
321,11,38,2,1,0,1
322,12,1,2,2,0,2
323,12,2,2,9,0,9
324,12,3,2,45,29,74
325,12,4,2,4,0,4
326,12,5,2,12,2,14
327,12,6,2,4,0,4
328,12,7,2,4,0,4
329,12,8,2,1,1,2
330,12,9,2,91,30,121
331,12,10,2,3,0,3
332,12,11,2,19,1,20
333,12,12,2,1,0,1
334,12,13,2,2,0,2
335,12,14,2,2,0,2
336,12,15,2,1,0,1
337,12,16,2,2,0,2
338,12,17,2,12,2,14
339,12,18,2,3,0,3
340,12,19,2,141,0,141
341,12,20,2,1,1,2
342,12,21,2,4,0,4
343,12,22,2,5,1,6
344,12,23,2,5,4,9
345,12,24,2,16,4,20
346,12,25,2,1,1,2
347,12,26,2,2,0,2
348,12,28,2,32,2,34
349,12,29,2,1,0,1
350,12,30,2,11,1,12
351,12,31,2,5,0,5
352,12,32,2,3,0,3
353,12,33,2,5,0,5
354,12,34,2,1,1,2
355,12,36,2,1,0,1
356,13,1,2,8,0,8
357,13,2,2,2,1,3
358,13,3,2,49,14,63
359,13,4,2,6,0,6
360,13,5,2,11,0,11
361,13,6,2,14,2,16
362,13,7,2,6,0,6
363,13,9,2,103,28,131
364,13,10,2,2,0,2
365,13,11,2,3,0,3
366,13,12,2,1,1,2
367,13,13,2,2,0,2
368,13,14,2,2,0,2
369,13,15,2,1,0,1
370,13,16,2,3,1,4
371,13,17,2,20,1,21
372,13,18,2,31,1,32
373,13,19,2,2,0,2
374,13,20,2,3,0,3
375,13,21,2,7,0,7
376,13,22,2,22,1,23
377,13,23,2,10,4,14
378,13,24,2,79,7,86
379,13,25,2,13,0,13
380,13,26,2,17,0,17
381,13,28,2,31,3,34
382,13,29,2,3,0,3
383,13,30,2,7,0,7
384,13,31,2,4,1,5
385,13,33,2,1,0,1
386,13,34,2,9,2,11
387,13,36,2,3,0,3
388,13,39,2,1,0,1
389,14,1,2,8,0,8
390,14,3,2,130,22,152
391,14,4,2,5,0,5
392,14,5,2,22,0,22
393,14,6,2,9,0,9
394,14,8,2,2,0,2
395,14,9,2,537,39,576
396,14,10,2,5,0,5
397,14,11,2,14,0,14
398,14,12,2,7,0,7
399,14,13,2,10,0,10
400,14,14,2,1,0,1
401,14,16,2,39,3,42
402,14,17,2,6,4,10
403,14,18,2,9,1,10
404,14,19,2,5,0,5
405,14,20,2,2,1,3
406,14,21,2,1,0,1
407,14,22,2,2,0,2
408,14,23,2,52,4,56
409,14,24,2,55,8,63
410,14,25,2,4,1,5
411,14,26,2,8,0,8
412,14,28,2,51,9,60
413,14,29,2,1,0,1
414,14,30,2,1,0,1
415,14,31,2,3,0,3
416,14,32,2,1,0,1
417,14,34,2,9,0,9
418,14,36,2,3,1,4
419,15,1,2,14,0,14
420,15,2,2,3,0,3
421,15,3,2,137,19,156
422,15,4,2,13,2,15
423,15,5,2,18,3,21
424,15,6,2,6,0,6
425,15,7,2,2,0,2
426,15,9,2,315,45,360
427,15,10,2,6,0,6
428,15,11,2,6,0,6
429,15,12,2,2,4,6
430,15,13,2,3,1,4
431,15,14,2,2,0,2
432,15,16,2,5,3,8
433,15,17,2,41,3,44
434,15,18,2,5,2,7
435,15,19,2,7,1,8
436,15,20,2,1,0,1
437,15,21,2,4,0,4
438,15,22,2,7,0,7
439,15,23,2,46,2,48
440,15,24,2,227,19,246
441,15,25,2,4,0,4
442,15,26,2,9,0,9
443,15,28,2,51,13,64
444,15,29,2,1,0,1
445,15,30,2,1,0,1
446,15,31,2,3,0,3
447,15,32,2,1,0,1
448,15,34,2,7,2,9
449,15,36,2,1,1,2
450,16,1,2,15,1,16
451,16,2,2,4,0,4
452,16,3,2,70,18,88
453,16,4,2,12,0,12
454,16,5,2,36,1,37
455,16,6,2,10,0,10
456,16,7,2,1,0,1
457,16,8,2,3,0,3
458,16,9,2,436,53,489
459,16,10,2,17,2,19
460,16,11,2,1,0,1
461,16,12,2,7,3,10
462,16,13,2,10,0,10
463,16,14,2,3,0,3
464,16,15,2,3,0,3
465,16,16,2,12,5,17
466,16,17,2,26,1,27
467,16,18,2,18,2,20
468,16,19,2,3,0,3
469,16,20,2,4,1,5
470,16,21,2,17,1,18
471,16,22,2,12,1,13
472,16,23,2,34,8,42
473,16,24,2,179,8,187
474,16,25,2,10,0,10
475,16,26,2,5,0,5
476,16,27,2,1,0,1
477,16,28,2,76,9,85
478,16,29,2,4,1,5
479,16,30,2,1,1,2
480,16,31,2,8,0,8
481,16,32,2,1,0,1
482,16,33,2,20,0,20
483,16,34,2,5,0,5
484,16,35,2,1,0,1
485,16,36,2,6,0,6
486,17,1,2,14,0,14
487,17,2,2,2,0,2
488,17,3,2,115,21,136
489,17,4,2,28,2,30
490,17,5,2,35,4,39
491,17,6,2,25,1,26
492,17,7,2,1,0,1
493,17,9,2,284,45,329
494,17,10,2,54,2,56
495,17,11,2,10,1,11
496,17,12,2,14,1,15
497,17,13,2,14,0,14
498,17,14,2,4,0,4
499,17,15,2,6,0,6
500,17,16,2,11,1,12
501,17,17,2,31,7,38
502,17,18,2,77,2,79
503,17,19,2,4,0,4
504,17,20,2,5,0,5
505,17,21,2,9,3,12
506,17,22,2,40,1,41
507,17,23,2,39,9,48
508,17,24,2,184,9,193
509,17,25,2,14,0,14
510,17,26,2,4,1,5
511,17,28,2,89,17,106
512,17,29,2,13,1,14
513,17,30,2,10,1,11
514,17,31,2,6,0,6
515,17,33,2,4,1,5
516,17,34,2,17,2,19
517,17,35,2,1,0,1
518,17,36,2,5,0,5
519,17,40,2,0,1,1
520,18,1,2,43,2,45
521,18,2,2,7,0,7
522,18,3,2,72,17,89
523,18,4,2,36,1,37
524,18,5,2,46,3,49
525,18,6,2,22,4,26
526,18,7,2,5,1,6
527,18,8,2,1,2,3
528,18,9,2,207,48,255
529,18,10,2,73,5,78
530,18,11,2,2,1,3
531,18,12,2,12,5,17
532,18,13,2,15,2,17
533,18,14,2,4,0,4
534,18,15,2,20,3,23
535,18,16,2,6,4,10
536,18,17,2,21,5,26
537,18,18,2,50,1,51
538,18,19,2,1,0,1
539,18,20,2,28,0,28
540,18,21,2,5,1,6
541,18,22,2,27,4,31
542,18,23,2,30,4,34
543,18,24,2,121,8,129
544,18,25,2,10,0,10
545,18,26,2,6,0,6
546,18,28,2,130,21,151
547,18,29,2,2,0,2
548,18,30,2,10,0,10
549,18,31,2,5,0,5
550,18,32,2,1,0,1
551,18,33,2,15,0,15
552,18,34,2,44,0,44
553,18,36,2,8,0,8
554,18,38,2,1,0,1
555,19,1,2,25,1,26
556,19,2,2,2,0,2
557,19,3,2,52,16,68
558,19,4,2,29,1,30
559,19,5,2,59,6,65
560,19,6,2,20,1,21
561,19,7,2,13,3,16
562,19,8,2,5,0,5
563,19,9,2,333,58,391
564,19,10,2,31,8,39
565,19,11,2,17,1,18
566,19,12,2,16,3,19
567,19,13,2,14,1,15
568,19,14,2,2,0,2
569,19,15,2,31,1,32
570,19,16,2,5,0,5
571,19,17,2,34,2,36
572,19,18,2,38,1,39
573,19,19,2,12,4,16
574,19,20,2,29,0,29
575,19,21,2,10,0,10
576,19,22,2,21,2,23
577,19,23,2,30,11,41
578,19,24,2,122,18,140
579,19,25,2,17,0,17
580,19,26,2,7,0,7
581,19,27,2,2,0,2
582,19,28,2,104,18,122
583,19,29,2,19,0,19
584,19,30,2,22,3,25
585,19,31,2,6,2,8
586,19,32,2,3,0,3
587,19,33,2,18,0,18
588,19,34,2,16,1,17
589,19,36,2,2,1,3
590,19,38,2,1,0,1
591,19,41,2,1,0,1
592,20,1,2,15,0,15
593,20,2,2,3,0,3
594,20,3,2,62,17,79
595,20,4,2,27,2,29
596,20,5,2,69,3,72
597,20,6,2,7,3,10
598,20,7,2,11,0,11
599,20,8,2,12,2,14
600,20,9,2,373,37,410
601,20,10,2,16,0,16
602,20,11,2,19,0,19
603,20,12,2,19,2,21
604,20,13,2,13,1,14
605,20,15,2,44,4,48
606,20,16,2,24,6,30
607,20,17,2,29,5,34
608,20,18,2,53,3,56
609,20,19,2,11,3,14
610,20,20,2,14,2,16
611,20,21,2,7,3,10
612,20,22,2,14,0,14
613,20,23,2,22,5,27
614,20,24,2,99,9,108
615,20,25,2,5,0,5
616,20,26,2,2,1,3
617,20,27,2,7,0,7
618,20,28,2,126,17,143
619,20,29,2,3,1,4
620,20,30,2,12,2,14
621,20,31,2,5,0,5
622,20,32,2,4,2,6
623,20,33,2,5,0,5
624,20,34,2,20,1,21
625,20,36,2,5,0,5
626,20,40,2,1,0,1
627,21,1,2,31,2,33
628,21,2,2,3,0,3
629,21,3,2,79,12,91
630,21,4,2,13,4,17
631,21,5,2,90,6,96
632,21,6,2,17,1,18
633,21,7,2,9,2,11
634,21,8,2,4,1,5
635,21,9,2,383,41,424
636,21,10,2,14,3,17
637,21,11,2,8,0,8
638,21,12,2,23,8,31
639,21,13,2,22,6,28
640,21,14,2,4,0,4
641,21,15,2,37,1,38
642,21,16,2,14,7,21
643,21,17,2,50,1,51
644,21,18,2,24,4,28
645,21,19,2,49,2,51
646,21,20,2,6,1,7
647,21,21,2,5,1,6
648,21,22,2,51,3,54
649,21,23,2,33,2,35
650,21,24,2,54,10,64
651,21,25,2,44,0,44
652,21,26,2,11,1,12
653,21,27,2,2,0,2
654,21,28,2,95,24,119
655,21,29,2,9,2,11
656,21,30,2,13,4,17
657,21,31,2,6,4,10
658,21,32,2,17,1,18
659,21,33,2,10,0,10
660,21,34,2,28,1,29
661,21,36,2,4,0,4
662,22,1,2,32,0,32
663,22,2,2,18,1,19
664,22,3,2,68,6,74
665,22,4,2,46,2,48
666,22,5,2,65,4,69
667,22,6,2,13,2,15
668,22,7,2,7,2,9
669,22,8,2,4,0,4
670,22,9,2,223,25,248
671,22,10,2,14,3,17
672,22,11,2,44,1,45
673,22,12,2,39,10,49
674,22,13,2,3,2,5
675,22,14,2,8,0,8
676,22,15,2,45,1,46
677,22,16,2,10,1,11
678,22,17,2,39,7,46
679,22,18,2,17,2,19
680,22,19,2,6,3,9
681,22,20,2,7,1,8
682,22,21,2,8,3,11
683,22,22,2,52,3,55
684,22,23,2,17,6,23
685,22,24,2,45,7,52
686,22,25,2,19,3,22
687,22,26,2,8,0,8
688,22,27,2,20,4,24
689,22,28,2,90,17,107
690,22,29,2,17,3,20
691,22,30,2,38,4,42
692,22,31,2,5,1,6
693,22,32,2,36,0,36
694,22,33,2,4,1,5
695,22,34,2,72,9,81
696,22,36,2,8,2,10
697,22,38,2,1,0,1
698,23,1,2,13,2,15
699,23,2,2,10,0,10
700,23,3,2,57,10,67
701,23,4,2,30,3,33
702,23,5,2,60,3,63
703,23,6,2,10,4,14
704,23,7,2,13,1,14
705,23,8,2,13,2,15
706,23,9,2,222,31,253
707,23,10,2,25,4,29
708,23,11,2,19,1,20
709,23,12,2,25,10,35
710,23,13,2,6,1,7
711,23,14,2,3,0,3
712,23,15,2,27,2,29
713,23,16,2,31,6,37
714,23,17,2,100,1,101
715,23,18,2,32,3,35
716,23,19,2,14,1,15
717,23,20,2,9,0,9
718,23,21,2,12,2,14
719,23,22,2,11,3,14
720,23,23,2,17,3,20
721,23,24,2,18,10,28
722,23,25,2,24,2,26
723,23,26,2,9,0,9
724,23,27,2,5,0,5
725,23,28,2,80,22,102
726,23,29,2,14,3,17
727,23,30,2,33,2,35
728,23,31,2,34,1,35
729,23,32,2,40,0,40
730,23,33,2,16,0,16
731,23,34,2,6,4,10
732,23,36,2,9,1,10
733,24,1,2,25,3,28
734,24,2,2,16,0,16
735,24,3,2,95,8,103
736,24,4,2,56,7,63
737,24,5,2,58,6,64
738,24,6,2,34,6,40
739,24,7,2,15,2,17
740,24,8,2,7,0,7
741,24,9,2,153,35,188
742,24,10,2,76,4,80
743,24,11,2,45,2,47
744,24,12,2,57,15,72
745,24,13,2,40,4,44
746,24,14,2,13,1,14
747,24,15,2,59,2,61
748,24,16,2,15,5,20
749,24,17,2,148,5,153
750,24,18,2,80,7,87
751,24,19,2,17,0,17
752,24,20,2,10,1,11
753,24,21,2,2,2,4
754,24,22,2,34,1,35
755,24,23,2,15,2,17
756,24,24,2,21,5,26
757,24,25,2,37,1,38
758,24,26,2,7,0,7
759,24,27,2,2,1,3
760,24,28,2,86,18,104
761,24,29,2,4,1,5
762,24,30,2,86,2,88
763,24,31,2,51,2,53
764,24,32,2,101,5,106
765,24,33,2,15,1,16
766,24,34,2,79,1,80
767,24,36,2,14,2,16
768,24,40,2,1,0,1
769,25,1,2,29,1,30
770,25,2,2,19,0,19
771,25,3,2,41,12,53
772,25,4,2,31,6,37
773,25,5,2,65,6,71
774,25,6,2,27,5,32
775,25,7,2,25,0,25
776,25,8,2,16,4,20
777,25,9,2,132,18,150
778,25,10,2,59,9,68
779,25,11,2,53,3,56
780,25,12,2,37,2,39
781,25,13,2,63,6,69
782,25,14,2,8,0,8
783,25,15,2,69,1,70
784,25,16,2,42,10,52
785,25,17,2,112,1,113
786,25,18,2,37,7,44
787,25,19,2,31,0,31
788,25,20,2,8,2,10
789,25,21,2,74,2,76
790,25,22,2,145,2,147
791,25,23,2,14,4,18
792,25,24,2,19,6,25
793,25,25,2,70,1,71
794,25,26,2,9,0,9
795,25,27,2,8,3,11
796,25,28,2,85,15,100
797,25,29,2,24,3,27
798,25,30,2,77,4,81
799,25,31,2,23,5,28
800,25,32,2,78,1,79
801,25,33,2,29,3,32
802,25,34,2,18,0,18
803,25,35,2,1,0,1
804,25,36,2,19,7,26
805,26,1,2,31,2,33
806,26,2,2,28,0,28
807,26,3,2,116,4,120
808,26,4,2,48,0,48
809,26,5,2,131,4,135
810,26,6,2,18,1,19
811,26,7,2,15,1,16
812,26,8,2,22,4,26
813,26,9,2,154,22,176
814,26,10,2,63,9,72
815,26,11,2,56,0,56
816,26,12,2,38,7,45
817,26,13,2,23,2,25
818,26,14,2,32,0,32
819,26,15,2,25,2,27
820,26,16,2,48,2,50
821,26,17,2,68,6,74
822,26,18,2,39,7,46
823,26,19,2,13,4,17
824,26,20,2,6,2,8
825,26,21,2,90,3,93
826,26,22,2,195,3,198
827,26,23,2,18,7,25
828,26,24,2,29,6,35
829,26,25,2,108,1,109
830,26,26,2,19,0,19
831,26,27,2,12,1,13
832,26,28,2,78,6,84
833,26,29,2,21,0,21
834,26,30,2,82,3,85
835,26,31,2,38,5,43
836,26,32,2,26,3,29
837,26,33,2,21,1,22
838,26,34,2,20,1,21
839,26,35,2,1,0,1
840,26,36,2,16,4,20
841,26,38,2,1,0,1
842,27,1,2,73,6,79
843,27,2,2,30,3,33
844,27,3,2,83,5,88
845,27,4,2,21,4,25
846,27,5,2,175,5,180
847,27,6,2,21,1,22
848,27,7,2,18,1,19
849,27,8,2,37,3,40
850,27,9,2,131,19,150
851,27,10,2,65,6,71
852,27,11,2,103,2,105
853,27,12,2,29,12,41
854,27,13,2,67,9,76
855,27,14,2,28,0,28
856,27,15,2,46,1,47
857,27,16,2,23,6,29
858,27,17,2,54,4,58
859,27,18,2,25,2,27
860,27,19,2,46,2,48
861,27,20,2,16,4,20
862,27,21,2,9,4,13
863,27,22,2,67,4,71
864,27,23,2,11,1,12
865,27,24,2,32,2,34
866,27,25,2,88,3,91
867,27,26,2,8,0,8
868,27,27,2,27,3,30
869,27,28,2,121,7,128
870,27,29,2,29,2,31
871,27,30,2,10,2,12
872,27,31,2,82,13,95
873,27,32,2,147,8,155
874,27,33,2,25,0,25
875,27,34,2,73,2,75
876,27,36,2,17,5,22
877,28,1,2,43,3,46
878,28,2,2,44,4,48
879,28,3,2,55,3,58
880,28,4,2,58,11,69
881,28,5,2,133,4,137
882,28,6,2,44,4,48
883,28,7,2,21,1,22
884,28,8,2,17,3,20
885,28,9,2,125,23,148
886,28,10,2,63,6,69
887,28,11,2,97,3,100
888,28,12,2,55,8,63
889,28,13,2,50,6,56
890,28,14,2,18,0,18
891,28,15,2,29,0,29
892,28,16,2,64,2,66
893,28,17,2,116,2,118
894,28,18,2,82,8,90
895,28,19,2,66,3,69
896,28,20,2,7,2,9
897,28,21,2,76,4,80
898,28,22,2,42,3,45
899,28,23,2,33,2,35
900,28,24,2,173,5,178
901,28,25,2,198,5,203
902,28,26,2,44,0,44
903,28,27,2,21,5,26
904,28,28,2,115,5,120
905,28,29,2,41,6,47
906,28,30,2,64,1,65
907,28,31,2,84,6,90
908,28,32,2,87,12,99
909,28,33,2,15,6,21
910,28,34,2,103,7,110
911,28,36,2,24,5,29
912,29,1,2,53,9,62
913,29,2,2,33,2,35
914,29,3,2,49,3,52
915,29,4,2,57,4,61
916,29,5,2,98,3,101
917,29,6,2,150,3,153
918,29,7,2,21,0,21
919,29,8,2,46,0,46
920,29,9,2,130,29,159
921,29,10,2,72,7,79
922,29,11,2,103,2,105
923,29,12,2,60,8,68
924,29,13,2,50,4,54
925,29,14,2,31,0,31
926,29,15,2,50,0,50
927,29,16,2,161,4,165
928,29,17,2,109,7,116
929,29,18,2,90,7,97
930,29,19,2,75,3,78
931,29,20,2,9,1,10
932,29,21,2,58,1,59
933,29,22,2,75,2,77
934,29,23,2,24,6,30
935,29,24,2,48,3,51
936,29,25,2,215,5,220
937,29,26,2,19,1,20
938,29,27,2,34,3,37
939,29,28,2,145,9,154
940,29,29,2,28,4,32
941,29,30,2,58,3,61
942,29,31,2,85,7,92
943,29,32,2,136,12,148
944,29,33,2,32,4,36
945,29,34,2,142,1,143
946,29,36,2,18,10,28
947,29,38,2,2,0,2
948,29,42,2,1,0,1
949,29,43,2,1,0,1
950,30,1,2,80,5,85
951,30,2,2,349,3,352
952,30,3,2,55,3,58
953,30,4,2,53,4,57
954,30,5,2,79,3,82
955,30,6,2,290,6,296
956,30,7,2,30,1,31
957,30,8,2,43,2,45
958,30,9,2,154,28,182
959,30,10,2,82,10,92
960,30,11,2,127,7,134
961,30,12,2,84,11,95
962,30,13,2,60,6,66
963,30,14,2,31,2,33
964,30,15,2,82,2,84
965,30,16,2,167,6,173
966,30,17,2,164,5,169
967,30,18,2,114,5,119
968,30,19,2,87,1,88
969,30,20,2,55,1,56
970,30,21,2,83,5,88
971,30,22,2,71,5,76
972,30,23,2,29,4,33
973,30,24,2,145,4,149
974,30,25,2,225,10,235
975,30,26,2,41,0,41
976,30,27,2,114,2,116
977,30,28,2,69,1,70
978,30,29,2,59,3,62
