,minggu,kabupaten,PPKM,sembuh,meninggal,total_kasus
2633,71,22,2,1513,94,1607
2634,71,23,2,795,40,835
2635,71,24,2,1142,39,1181
2636,71,25,2,1265,153,1418
2637,71,26,2,1194,79,1273
2638,71,27,2,1380,83,1463
2639,71,28,2,319,10,329
2640,71,29,2,768,51,819
2641,71,30,2,1071,206,1277
2642,71,31,2,1593,116,1709
2643,71,32,2,1621,49,1670
2644,71,33,2,1371,52,1423
2645,71,34,2,585,87,672
2646,71,36,2,766,98,864
2647,71,37,2,2,1,3
2648,71,38,2,38,7,45
2649,71,39,2,24,7,31
2650,71,40,2,33,16,49
2651,71,41,2,22,3,25
2652,71,42,2,29,3,32
2653,71,43,2,62,11,73
2654,71,45,2,16,5,21
2655,71,46,2,19,1,20
2656,71,47,2,1,0,1
2657,71,48,2,5,0,5
2658,71,49,2,11,0,11
2659,71,50,2,25,4,29
2660,71,51,2,1,1,2
2661,71,52,2,4,1,5
2662,71,53,2,1,0,1
2663,71,54,2,4,2,6
2664,71,55,2,7,1,8
2665,71,56,2,1,0,1
2666,71,58,2,5,1,6
2667,71,60,2,1,0,1
2668,71,61,2,1,0,1
2669,71,68,2,1,0,1
2670,72,1,4,2018,155,2173
2671,72,2,4,1410,155,1565
2672,72,3,4,285,9,294
2673,72,4,4,702,79,781
2674,72,5,4,368,41,409
2675,72,6,4,2362,206,2568
2676,72,7,4,481,20,501
2677,72,8,4,273,20,293
2678,72,9,4,1599,105,1704
2679,72,10,4,1532,92,1624
2680,72,11,4,632,81,713
2681,72,12,4,261,18,279
2682,72,13,4,628,58,686
2683,72,14,4,462,40,502
2684,72,15,4,896,55,951
2685,72,16,4,139,22,161
2686,72,17,4,426,70,496
2687,72,18,4,624,95,719
2688,72,19,4,472,37,509
2689,72,20,4,576,113,689
2690,72,21,4,206,16,222
2691,72,22,4,514,36,550
2692,72,23,4,165,20,185
2693,72,24,4,365,5,370
2694,72,25,4,729,80,809
2695,72,26,4,270,16,286
2696,72,27,4,434,18,452
2697,72,28,4,108,3,111
2698,72,29,4,412,31,443
2699,72,30,4,640,83,723
2700,72,31,4,842,61,903
2701,72,32,4,815,44,859
2702,72,33,4,719,67,786
2703,72,34,4,300,26,326
2704,72,36,4,404,73,477
2705,72,37,4,1,0,1
2706,72,38,4,10,3,13
2707,72,39,4,5,5,10
2708,72,40,4,20,11,31
2709,72,41,4,11,2,13
2710,72,42,4,5,1,6
2711,72,43,4,26,2,28
2712,72,45,4,2,4,6
2713,72,46,4,3,7,10
2714,72,48,4,1,0,1
2715,72,49,4,14,0,14
2716,72,50,4,9,3,12
2717,72,51,4,1,0,1
2718,72,52,4,5,1,6
2719,72,53,4,1,0,1
2720,72,56,4,3,0,3
2721,72,57,4,1,0,1
2722,72,58,4,1,2,3
2723,72,61,4,0,1,1
2724,72,69,4,1,0,1
2725,73,1,4,1791,159,1950
2726,73,2,4,1098,111,1209
2727,73,3,4,110,5,115
2728,73,4,4,573,61,634
2729,73,5,4,329,19,348
2730,73,6,4,1782,190,1972
2731,73,7,4,288,14,302
2732,73,8,4,129,11,140
2733,73,9,4,953,65,1018
2734,73,10,4,1765,56,1821
2735,73,11,4,737,51,788
2736,73,12,4,266,15,281
2737,73,13,4,336,28,364
2738,73,14,4,545,36,581
2739,73,15,4,713,87,800
2740,73,16,4,88,11,99
2741,73,17,4,464,40,504
2742,73,18,4,466,65,531
2743,73,19,4,319,31,350
2744,73,20,4,718,93,811
2745,73,21,4,114,16,130
2746,73,22,4,625,34,659
2747,73,23,4,107,10,117
2748,73,24,4,165,4,169
2749,73,25,4,856,82,938
2750,73,26,4,122,14,136
2751,73,27,4,183,5,188
2752,73,28,4,86,4,90
2753,73,29,4,163,19,182
2754,73,30,4,1001,72,1073
2755,73,31,4,697,43,740
2756,73,32,4,781,29,810
2757,73,33,4,569,37,606
2758,73,34,4,164,28,192
2759,73,36,4,417,56,473
2760,73,38,4,11,4,15
2761,73,39,4,14,9,23
2762,73,40,4,19,11,30
2763,73,41,4,4,0,4
2764,73,42,4,6,1,7
2765,73,43,4,12,2,14
2766,73,45,4,7,1,8
2767,73,46,4,1,2,3
2768,73,48,4,1,0,1
2769,73,49,4,5,0,5
2770,73,50,4,1,0,1
2771,73,52,4,9,2,11
2772,73,53,4,2,0,2
2773,73,55,4,1,0,1
2774,73,56,4,1,0,1
2775,73,58,4,4,1,5
2776,73,65,4,1,0,1
2777,73,70,4,1,0,1
2778,73,71,4,1,0,1
2779,74,1,4,1240,63,1303
2780,74,2,4,602,92,694
2781,74,3,4,164,2,166
2782,74,4,4,574,41,615
2783,74,5,4,163,10,173
2784,74,6,4,5099,231,5330
2785,74,7,4,205,7,212
2786,74,8,4,88,14,102
2787,74,9,4,544,36,580
2788,74,10,4,1097,45,1142
2789,74,11,4,337,38,375
2790,74,12,4,90,14,104
2791,74,13,4,580,20,600
2792,74,14,4,1148,33,1181
2793,74,15,4,595,72,667
2794,74,16,4,56,11,67
2795,74,17,4,525,20,545
2796,74,18,4,351,54,405
2797,74,19,4,660,21,681
2798,74,20,4,455,63,518
2799,74,21,4,57,4,61
2800,74,22,4,1189,33,1222
2801,74,23,4,150,6,156
2802,74,24,4,493,7,500
2803,74,25,4,434,60,494
2804,74,26,4,156,18,174
2805,74,27,4,130,13,143
2806,74,28,4,42,0,42
2807,74,29,4,132,14,146
2808,74,30,4,613,43,656
2809,74,31,4,889,22,911
2810,74,32,4,545,8,553
2811,74,33,4,323,25,348
2812,74,34,4,1165,55,1220
2813,74,36,4,332,34,366
2814,74,37,4,5,1,6
2815,74,38,4,13,7,20
2816,74,39,4,1,3,4
2817,74,40,4,15,9,24
2818,74,41,4,8,0,8
2819,74,42,4,4,1,5
2820,74,43,4,9,1,10
2821,74,45,4,3,3,6
2822,74,46,4,2,0,2
2823,74,48,4,1,0,1
2824,74,49,4,8,0,8
2825,74,50,4,4,2,6
2826,74,52,4,5,3,8
2827,74,53,4,1,0,1
2828,74,56,4,1,0,1
2829,74,57,4,3,0,3
2830,74,58,4,5,1,6
2831,75,1,5,1243,101,1344
2832,75,2,5,8881,268,9149
2833,75,3,5,167,1,168
2834,75,4,5,4808,87,4895
2835,75,5,5,199,10,209
2836,75,6,5,4568,404,4972
2837,75,7,5,105,8,113
2838,75,8,5,163,5,168
2839,75,9,5,26748,17,26765
2840,75,10,5,6801,23,6824
2841,75,11,5,3738,88,3826
2842,75,12,5,119,8,127
2843,75,13,5,226,13,239
2844,75,14,5,4790,26,4816
2845,75,15,5,402,173,575
2846,75,16,5,1063,10,1073
2847,75,17,5,11215,20,11235
2848,75,18,5,1278,33,1311
2849,75,19,5,243,15,258
2850,75,20,5,242,34,276
2851,75,21,5,44,3,47
2852,75,22,5,4117,66,4183
2853,75,23,5,78,10,88
2854,75,24,5,112,31,143
2855,75,25,5,261,33,294
2856,75,26,5,1500,19,1519
2857,75,27,5,75,7,82
2858,75,28,5,52,1,53
2859,75,29,5,281,15,296
2860,75,30,5,224,23,247
2861,75,31,5,766,22,788
2862,75,32,5,648,10,658
2863,75,33,5,556,45,601
2864,75,34,5,669,85,754
2865,75,36,5,2494,85,2579
2866,75,37,5,1,0,1
2867,75,38,5,8,6,14
2868,75,39,5,4,4,8
2869,75,40,5,15,6,21
2870,75,41,5,6,0,6
2871,75,42,5,5,0,5
2872,75,43,5,15,3,18
2873,75,45,5,5,4,9
2874,75,46,5,3,1,4
2875,75,49,5,11,0,11
2876,75,50,5,2,1,3
2877,75,51,5,1,0,1
2878,75,52,5,1,0,1
2879,75,53,5,2,2,4
2880,75,57,5,1,0,1
2881,75,58,5,2,0,2
2882,75,72,5,1,0,1
2883,76,1,5,653,55,708
2884,76,2,5,968,165,1133
2885,76,3,5,130,6,136
2886,76,4,5,473,35,508
2887,76,5,5,111,8,119
2888,76,6,5,432,92,524
2889,76,7,5,61,9,70
2890,76,8,5,73,1,74
2891,76,9,5,648,35,683
2892,76,10,5,1028,20,1048
2893,76,11,5,1116,48,1164
2894,76,12,5,95,1,96
2895,76,13,5,83,2,85
2896,76,14,5,2043,43,2086
2897,76,15,5,436,44,480
2898,76,16,5,145,6,151
2899,76,17,5,699,19,718
2900,76,18,5,200,17,217
2901,76,19,5,136,7,143
2902,76,20,5,182,23,205
2903,76,21,5,44,1,45
2904,76,22,5,8059,303,8362
2905,76,23,5,59,2,61
2906,76,24,5,132,4,136
2907,76,25,5,177,24,201
2908,76,26,5,2489,14,2503
2909,76,27,5,63,4,67
2910,76,28,5,37,0,37
2911,76,29,5,34,5,39
2912,76,30,5,178,12,190
2913,76,31,5,317,15,332
2914,76,32,5,190,14,204
2915,76,33,5,167,12,179
2916,76,34,5,152,3,155
2917,76,36,5,896,108,1004
2918,76,38,5,5,1,6
2919,76,39,5,12,2,14
2920,76,40,5,21,6,27
2921,76,41,5,5,3,8
2922,76,42,5,3,1,4
2923,76,43,5,5,1,6
2924,76,45,5,6,2,8
2925,76,46,5,3,0,3
2926,76,50,5,4,0,4
2927,76,53,5,1,0,1
2928,76,55,5,1,0,1
2929,76,58,5,5,0,5
2930,76,61,5,1,0,1
2931,76,73,5,1,0,1
2932,77,1,6,441,25,466
2933,77,2,6,449,63,512
2934,77,3,6,59,2,61
2935,77,4,6,256,13,269
2936,77,5,6,58,2,60
2937,77,6,6,209,55,264
2938,77,7,6,88,0,88
2939,77,8,6,34,2,36
2940,77,9,6,414,25,439
2941,77,10,6,263,15,278
2942,77,11,6,162,11,173
2943,77,12,6,58,3,61
2944,77,13,6,53,3,56
2945,77,14,6,352,5,357
2946,77,15,6,143,7,150
2947,77,16,6,69,2,71
2948,77,17,6,163,6,169
2949,77,18,6,387,10,397
2950,77,19,6,115,3,118
2951,77,20,6,106,12,118
2952,77,21,6,30,0,30
2953,77,22,6,299,254,553
2954,77,23,6,74,3,77
2955,77,24,6,152,2,154
2956,77,25,6,122,8,130
2957,77,26,6,287,0,287
2958,77,27,6,53,2,55
2959,77,28,6,44,0,44
2960,77,29,6,52,5,57
2961,77,30,6,102,16,118
2962,77,31,6,244,9,253
2963,77,32,6,97,2,99
2964,77,33,6,97,9,106
2965,77,34,6,41,3,44
2966,77,36,6,133,91,224
2967,77,38,6,3,0,3
2968,77,39,6,6,0,6
2969,77,40,6,7,1,8
2970,77,41,6,3,0,3
2971,77,42,6,1,0,1
2972,77,43,6,4,1,5
2973,77,45,6,5,1,6
2974,77,46,6,2,1,3
2975,77,47,6,1,0,1
2976,77,50,6,1,1,2
2977,77,52,6,2,0,2
2978,77,53,6,1,1,2
2979,77,57,6,0,1,1
2980,77,58,6,4,0,4
2981,78,1,6,372,28,400
2982,78,2,6,194,16,210
2983,78,3,6,76,2,78
2984,78,4,6,156,5,161
2985,78,5,6,104,2,106
2986,78,6,6,121,35,156
2987,78,7,6,32,2,34
2988,78,8,6,20,0,20
2989,78,9,6,333,5,338
2990,78,10,6,232,4,236
2991,78,11,6,131,4,135
2992,78,12,6,48,1,49
2993,78,13,6,36,2,38
2994,78,14,6,186,2,188
2995,78,15,6,84,9,93
2996,78,16,6,36,0,36
2997,78,17,6,98,2,100
2998,78,18,6,191,5,196
2999,78,19,6,123,1,124
3000,78,20,6,111,16,127
3001,78,21,6,12,1,13
3002,78,22,6,125,6,131
3003,78,23,6,46,2,48
3004,78,24,6,87,0,87
3005,78,25,6,62,8,70
3006,78,26,6,40,2,42
3007,78,27,6,41,0,41
3008,78,28,6,37,1,38
3009,78,29,6,41,1,42
3010,78,30,6,74,7,81
3011,78,31,6,469,5,474
3012,78,32,6,106,2,108
3013,78,33,6,41,4,45
3014,78,34,6,100,1,101
3015,78,36,6,58,46,104
3016,78,37,6,1,0,1
3017,78,38,6,1,0,1
3018,78,39,6,3,1,4
3019,78,40,6,9,2,11
3020,78,42,6,1,0,1
3021,78,43,6,8,0,8
3022,78,45,6,2,0,2
3023,78,46,6,4,0,4
3024,78,50,6,0,2,2
3025,78,52,6,1,0,1
3026,78,57,6,7,0,7
3027,78,58,6,2,0,2
3028,79,1,6,229,13,242
3029,79,2,6,128,8,136
3030,79,3,6,50,1,51
3031,79,4,6,130,5,135
3032,79,5,6,86,0,86
3033,79,6,6,104,12,116
3034,79,7,6,35,1,36
3035,79,8,6,25,0,25
3036,79,9,6,297,6,303
3037,79,10,6,218,6,224
3038,79,11,6,166,7,173
3039,79,12,6,75,3,78
3040,79,13,6,94,2,96
3041,79,14,6,253,4,257
3042,79,15,6,72,1,73
3043,79,16,6,46,1,47
3044,79,17,6,55,3,58
3045,79,18,6,108,16,124
3046,79,19,6,64,1,65
3047,79,20,6,121,8,129
3048,79,21,6,25,0,25
3049,79,22,6,71,4,75
3050,79,23,6,38,3,41
3051,79,24,6,144,0,144
3052,79,25,6,69,6,75
3053,79,26,6,15,0,15
3054,79,27,6,62,2,64
3055,79,28,6,44,1,45
3056,79,29,6,39,0,39
3057,79,30,6,66,4,70
3058,79,31,6,109,1,110
3059,79,32,6,80,1,81
3060,79,33,6,37,3,40
3061,79,34,6,43,0,43
3062,79,36,6,47,5,52
3063,79,39,6,1,2,3
3064,79,40,6,7,1,8
3065,79,41,6,3,0,3
3066,79,42,6,1,0,1
3067,79,43,6,3,0,3
3068,79,45,6,1,0,1
3069,79,46,6,1,0,1
3070,79,50,6,2,0,2
3071,79,54,6,2,0,2
3072,79,58,6,1,0,1
3073,79,61,6,1,0,1
3074,79,65,6,1,0,1
3075,80,1,6,113,4,117
3076,80,2,6,170,3,173
3077,80,3,6,47,3,50
3078,80,4,6,111,2,113
3079,80,5,6,43,0,43
3080,80,6,6,66,5,71
3081,80,7,6,29,0,29
3082,80,8,6,32,0,32
3083,80,9,6,285,3,288
3084,80,10,6,168,4,172
3085,80,11,6,125,2,127
3086,80,12,6,57,2,59
3087,80,13,6,35,1,36
3088,80,14,6,224,1,225
3089,80,15,6,48,2,50
3090,80,16,6,19,2,21
3091,80,17,6,76,1,77
3092,80,18,6,96,7,103
3093,80,19,6,33,0,33
3094,80,20,6,106,6,112
3095,80,21,6,29,1,30
3096,80,22,6,38,2,40
3097,80,23,6,46,1,47
3098,80,24,6,76,0,76
3099,80,25,6,52,7,59
3100,80,26,6,17,0,17
3101,80,27,6,24,0,24
3102,80,28,6,27,0,27
3103,80,29,6,31,1,32
3104,80,30,6,55,3,58
3105,80,31,6,43,2,45
3106,80,32,6,24,2,26
3107,80,33,6,44,1,45
3108,80,34,6,27,5,32
3109,80,36,6,27,3,30
3110,80,37,6,1,0,1
3111,80,38,6,1,0,1
3112,80,39,6,2,0,2
3113,80,40,6,2,0,2
3114,80,42,6,1,0,1
3115,80,43,6,1,0,1
3116,80,45,6,1,0,1
3117,80,56,6,1,0,1
3118,80,58,6,1,0,1
3119,80,65,6,1,0,1
3120,81,1,6,72,8,80
3121,81,2,6,101,3,104
3122,81,3,6,78,1,79
3123,81,4,6,79,2,81
3124,81,5,6,55,0,55
3125,81,6,6,58,2,60
3126,81,7,6,15,0,15
3127,81,8,6,21,1,22
3128,81,9,6,368,3,371
3129,81,10,6,152,2,154
3130,81,11,6,105,0,105
3131,81,12,6,61,0,61
3132,81,13,6,52,0,52
3133,81,14,6,29,1,30
3134,81,15,6,41,4,45
3135,81,16,6,29,1,30
3136,81,17,6,87,0,87
3137,81,18,6,75,4,79
3138,81,19,6,49,1,50
3139,81,20,6,47,1,48
3140,81,21,6,17,0,17
3141,81,22,6,41,0,41
3142,81,23,6,46,1,47
3143,81,24,6,87,3,90
3144,81,25,6,27,1,28
3145,81,26,6,66,0,66
3146,81,27,6,17,0,17
3147,81,28,6,46,0,46
3148,81,29,6,19,1,20
3149,81,30,6,40,2,42
3150,81,31,6,33,1,34
3151,81,32,6,33,1,34
3152,81,33,6,28,1,29
3153,81,34,6,20,1,21
3154,81,36,6,32,3,35
3155,81,39,6,3,0,3
3156,81,40,6,2,1,3
3157,81,41,6,1,0,1
3158,81,42,6,3,0,3
3159,81,45,6,2,0,2
3160,81,46,6,1,0,1
3161,81,48,6,2,0,2
3162,81,50,6,2,0,2
3163,81,52,6,2,0,2
3164,81,56,6,1,0,1
3165,82,1,6,71,11,82
3166,82,2,6,91,1,92
3167,82,3,6,58,2,60
3168,82,4,6,93,1,94
3169,82,5,6,34,0,34
3170,82,6,6,47,1,48
3171,82,7,6,14,0,14
3172,82,8,6,14,2,16
3173,82,9,6,345,3,348
3174,82,10,6,147,2,149
3175,82,11,6,82,5,87
3176,82,12,6,37,0,37
3177,82,13,6,28,1,29
3178,82,14,6,19,0,19
3179,82,15,6,26,1,27
3180,82,16,6,36,0,36
3181,82,17,6,27,3,30
3182,82,18,6,48,2,50
3183,82,19,6,18,1,19
3184,82,20,6,36,3,39
3185,82,21,6,20,0,20
3186,82,22,6,32,1,33
3187,82,23,6,47,5,52
3188,82,24,6,63,0,63
3189,82,25,6,16,1,17
3190,82,26,6,14,0,14
3191,82,27,6,31,0,31
3192,82,28,6,18,0,18
3193,82,29,6,18,0,18
3194,82,30,6,27,3,30
3195,82,31,6,29,0,29
3196,82,32,6,21,0,21
3197,82,33,6,31,1,32
3198,82,34,6,24,0,24
3199,82,36,6,12,3,15
3200,82,39,6,2,1,3
3201,82,40,6,7,0,7
3202,82,41,6,1,0,1
3203,82,42,6,3,0,3
3204,82,43,6,1,0,1
3205,82,53,6,1,0,1
3206,82,74,6,1,0,1
3207,83,1,6,64,2,66
3208,83,2,6,86,1,87
3209,83,3,6,29,0,29
3210,83,4,6,78,1,79
3211,83,5,6,22,0,22
3212,83,6,6,53,2,55
3213,83,7,6,18,0,18
3214,83,8,6,23,0,23
3215,83,9,6,261,1,262
3216,83,10,6,174,3,177
3217,83,11,6,64,0,64
3218,83,12,6,59,1,60
3219,83,13,6,15,1,16
3220,83,14,6,21,0,21
3221,83,15,6,28,2,30
3222,83,16,6,11,0,11
3223,83,17,6,25,1,26
3224,83,18,6,67,3,70
3225,83,19,6,56,0,56
3226,83,20,6,64,2,66
3227,83,21,6,12,0,12
3228,83,22,6,25,2,27
3229,83,23,6,26,1,27
3230,83,24,6,38,0,38
3231,83,25,6,22,0,22
3232,83,26,6,11,0,11
3233,83,27,6,22,0,22
3234,83,28,6,43,0,43
3235,83,29,6,16,2,18
3236,83,30,6,23,2,25
3237,83,31,6,31,0,31
3238,83,32,6,17,0,17
3239,83,33,6,32,0,32
3240,83,34,6,27,0,27
3241,83,36,6,19,1,20
3242,83,39,6,0,1,1
3243,83,40,6,4,0,4
3244,83,43,6,1,0,1
3245,83,56,6,1,0,1
3246,84,1,7,34,5,39
3247,84,2,7,72,1,73
3248,84,3,7,17,1,18
3249,84,4,7,81,1,82
3250,84,5,7,27,0,27
3251,84,6,7,29,2,31
3252,84,7,7,16,0,16
3253,84,8,7,12,1,13
3254,84,9,7,187,3,190
3255,84,10,7,155,4,159
3256,84,11,7,51,3,54
3257,84,12,7,15,1,16
3258,84,13,7,19,0,19
3259,84,14,7,6,0,6
3260,84,15,7,15,2,17
3261,84,16,7,13,0,13
3262,84,17,7,16,1,17
3263,84,18,7,49,4,53
3264,84,19,7,19,2,21
3265,84,20,7,12,2,14
3266,84,21,7,14,0,14
3267,84,22,7,19,2,21
3268,84,23,7,35,0,35
3269,84,24,7,26,1,27
3270,84,25,7,12,0,12
3271,84,26,7,8,0,8
3272,84,27,7,14,0,14
3273,84,28,7,13,0,13
3274,84,29,7,11,0,11
3275,84,30,7,30,2,32
3276,84,31,7,20,0,20
3277,84,32,7,17,0,17
3278,84,33,7,38,0,38
3279,84,34,7,17,0,17
3280,84,36,7,13,1,14
3281,84,39,7,2,0,2
3282,84,41,7,1,0,1
3283,84,42,7,2,0,2
3284,84,43,7,3,0,3
3285,84,50,7,1,0,1
3286,84,58,7,1,0,1
3287,85,1,7,41,5,46
3288,85,2,7,81,1,82
3289,85,3,7,16,2,18
3290,85,4,7,46,3,49
3291,85,5,7,31,1,32
3292,85,6,7,39,0,39
3293,85,7,7,19,0,19
3294,85,8,7,11,0,11
3295,85,9,7,264,4,268
3296,85,10,7,94,1,95
3297,85,11,7,40,0,40
3298,85,12,7,30,0,30
3299,85,13,7,25,1,26
3300,85,14,7,13,0,13
3301,85,15,7,9,0,9
3302,85,16,7,12,0,12
3303,85,17,7,17,1,18
3304,85,18,7,52,3,55
3305,85,19,7,16,0,16
3306,85,20,7,17,1,18
3307,85,21,7,10,0,10
3308,85,22,7,21,0,21
3309,85,23,7,20,2,22
3310,85,24,7,19,0,19
3311,85,25,7,9,1,10
3312,85,26,7,16,0,16
3313,85,27,7,8,0,8
3314,85,28,7,28,0,28
3315,85,29,7,9,0,9
3316,85,30,7,13,0,13
3317,85,31,7,14,1,15
3318,85,32,7,17,1,18
3319,85,33,7,12,1,13
3320,85,34,7,12,0,12
3321,85,36,7,11,1,12
3322,85,38,7,1,0,1
3323,85,39,7,1,0,1
3324,85,40,7,1,0,1
3325,85,42,7,1,0,1
3326,85,45,7,1,0,1
3327,85,46,7,1,0,1
3328,85,60,7,1,0,1
3329,86,1,7,41,2,43
3330,86,2,7,47,0,47
3331,86,3,7,27,1,28
3332,86,4,7,48,1,49
3333,86,5,7,27,0,27
3334,86,6,7,28,0,28
3335,86,7,7,9,0,9
3336,86,8,7,12,0,12
3337,86,9,7,188,1,189
3338,86,10,7,96,0,96
3339,86,11,7,60,1,61
3340,86,12,7,18,0,18
3341,86,13,7,19,0,19
3342,86,14,7,9,0,9
3343,86,15,7,24,1,25
3344,86,16,7,10,1,11
3345,86,17,7,7,0,7
3346,86,18,7,33,0,33
3347,86,19,7,17,0,17
3348,86,20,7,38,3,41
3349,86,21,7,4,2,6
3350,86,22,7,20,1,21
3351,86,23,7,18,5,23
3352,86,24,7,26,0,26
3353,86,25,7,13,0,13
3354,86,26,7,6,0,6
3355,86,27,7,24,0,24
3356,86,28,7,16,0,16
3357,86,29,7,8,1,9
3358,86,30,7,23,2,25
3359,86,31,7,32,0,32
3360,86,32,7,16,0,16
3361,86,33,7,9,0,9
3362,86,34,7,10,0,10
3363,86,36,7,15,2,17
3364,86,38,7,1,0,1
3365,86,40,7,1,0,1
3366,86,45,7,3,0,3
3367,86,46,7,1,0,1
3368,86,55,7,1,0,1
3369,87,1,7,41,4,45
3370,87,2,7,40,0,40
3371,87,3,7,19,0,19
3372,87,4,7,50,2,52
3373,87,5,7,29,1,30
3374,87,6,7,28,4,32
3375,87,7,7,7,0,7
3376,87,8,7,9,1,10
3377,87,9,7,188,2,190
3378,87,10,7,111,1,112
3379,87,11,7,38,0,38
3380,87,12,7,27,0,27
3381,87,13,7,11,1,12
3382,87,14,7,6,0,6
3383,87,15,7,6,0,6
3384,87,16,7,11,0,11
3385,87,17,7,12,1,13
3386,87,18,7,36,1,37
3387,87,19,7,16,0,16
3388,87,20,7,19,0,19
3389,87,21,7,26,0,26
3390,87,22,7,17,0,17
3391,87,23,7,13,0,13
3392,87,24,7,12,0,12
3393,87,25,7,10,0,10
3394,87,26,7,3,0,3
3395,87,27,7,8,0,8
3396,87,28,7,15,1,16
3397,87,29,7,16,1,17
3398,87,30,7,18,2,20
3399,87,31,7,12,1,13
3400,87,32,7,11,0,11
3401,87,33,7,7,0,7
3402,87,34,7,11,0,11
3403,87,36,7,8,3,11
3404,87,39,7,3,0,3
3405,87,40,7,5,0,5
3406,87,42,7,1,0,1
3407,87,43,7,1,0,1
3408,87,45,7,1,0,1
3409,87,58,7,1,0,1
3410,88,1,7,27,4,31
3411,88,2,7,27,2,29
3412,88,3,7,13,0,13
3413,88,4,7,46,3,49
3414,88,5,7,45,0,45
3415,88,6,7,16,0,16
3416,88,7,7,6,0,6
3417,88,8,7,9,0,9
3418,88,9,7,158,1,159
3419,88,10,7,76,4,80
3420,88,11,7,58,2,60
3421,88,12,7,19,0,19
3422,88,13,7,9,0,9
3423,88,14,7,4,0,4
3424,88,15,7,12,1,13
3425,88,16,7,7,0,7
3426,88,17,7,25,2,27
3427,88,18,7,40,1,41
3428,88,19,7,22,0,22
3429,88,20,7,23,2,25
3430,88,21,7,16,0,16
3431,88,22,7,13,0,13
3432,88,23,7,27,2,29
3433,88,24,7,15,0,15
3434,88,25,7,4,0,4
3435,88,27,7,15,0,15
3436,88,28,7,13,0,13
3437,88,29,7,11,0,11
3438,88,30,7,19,4,23
3439,88,31,7,12,0,12
3440,88,32,7,8,1,9
3441,88,33,7,16,0,16
3442,88,34,7,5,0,5
3443,88,36,7,10,4,14
3444,88,37,7,1,0,1
3445,88,39,7,1,0,1
3446,88,40,7,1,1,2
3447,88,43,7,1,0,1
3448,88,46,7,0,1,1
3449,88,48,7,1,0,1
3450,88,58,7,3,0,3
3451,89,1,7,21,0,21
3452,89,2,7,24,0,24
3453,89,3,7,18,0,18
3454,89,4,7,60,3,63
3455,89,5,7,49,0,49
3456,89,6,7,14,1,15
3457,89,7,7,4,0,4
3458,89,8,7,8,1,9
3459,89,9,7,158,1,159
3460,89,10,7,127,2,129
3461,89,11,7,29,1,30
3462,89,12,7,20,0,20
3463,89,13,7,13,1,14
3464,89,14,7,8,1,9
3465,89,15,7,8,1,9
3466,89,16,7,10,0,10
3467,89,17,7,11,0,11
3468,89,18,7,40,3,43
3469,89,19,7,12,0,12
3470,89,20,7,23,0,23
3471,89,21,7,13,2,15
3472,89,22,7,18,1,19
3473,89,23,7,21,2,23
3474,89,24,7,17,0,17
3475,89,25,7,10,0,10
3476,89,26,7,2,0,2
3477,89,27,7,7,0,7
3478,89,28,7,13,2,15
3479,89,29,7,8,0,8
3480,89,30,7,16,0,16
3481,89,31,7,9,0,9
3482,89,32,7,11,0,11
3483,89,33,7,9,0,9
3484,89,34,7,6,0,6
3485,89,36,7,11,0,11
3486,89,39,7,1,0,1
3487,89,40,7,4,0,4
3488,89,41,7,1,0,1
3489,89,42,7,1,0,1
3490,89,43,7,1,0,1
3491,89,45,7,1,0,1
3492,89,46,7,5,0,5
3493,89,50,7,1,0,1
3494,89,58,7,2,0,2
