,minggu,kabupaten,PPKM,sembuh,meninggal,total_kasus
3495,89,60,7,1,0,1
3496,89,75,7,1,0,1
3497,89,76,7,1,0,1
3498,90,1,7,14,1,15
3499,90,2,7,25,2,27
3500,90,3,7,14,1,15
3501,90,4,7,35,1,36
3502,90,5,7,20,0,20
3503,90,6,7,10,2,12
3504,90,7,7,13,0,13
3505,90,8,7,8,0,8
3506,90,9,7,130,1,131
3507,90,10,7,59,0,59
3508,90,11,7,34,0,34
3509,90,12,7,13,0,13
3510,90,13,7,13,0,13
3511,90,14,7,6,0,6
3512,90,16,7,5,0,5
3513,90,17,7,7,0,7
3514,90,18,7,27,0,27
3515,90,19,7,13,0,13
3516,90,20,7,16,0,16
3517,90,21,7,7,0,7
3518,90,22,7,7,0,7
3519,90,23,7,8,0,8
3520,90,24,7,20,0,20
3521,90,25,7,6,0,6
3522,90,26,7,5,0,5
3523,90,27,7,4,0,4
3524,90,28,7,18,0,18
3525,90,29,7,11,0,11
3526,90,30,7,11,0,11
3527,90,31,7,11,0,11
3528,90,32,7,5,0,5
3529,90,33,7,3,0,3
3530,90,34,7,7,0,7
3531,90,36,7,10,1,11
3532,90,39,7,2,0,2
3533,90,40,7,1,0,1
3534,90,41,7,1,0,1
3535,90,42,7,1,0,1
3536,90,43,7,2,0,2
3537,90,58,7,1,0,1
3538,91,1,7,19,3,22
3539,91,2,7,32,0,32
3540,91,3,7,17,0,17
3541,91,4,7,31,2,33
3542,91,5,7,22,0,22
3543,91,6,7,23,1,24
3544,91,7,7,9,0,9
3545,91,8,7,8,0,8
3546,91,9,7,113,2,115
3547,91,10,7,80,4,84
3548,91,11,7,32,0,32
3549,91,12,7,15,1,16
3550,91,13,7,6,0,6
3551,91,14,7,2,0,2
3552,91,15,7,8,0,8
3553,91,16,7,2,0,2
3554,91,17,7,12,0,12
3555,91,18,7,39,2,41
3556,91,19,7,9,0,9
3557,91,20,7,6,0,6
3558,91,21,7,14,0,14
3559,91,22,7,20,0,20
3560,91,23,7,11,2,13
3561,91,24,7,12,1,13
3562,91,25,7,4,0,4
3563,91,27,7,10,0,10
3564,91,28,7,11,2,13
3565,91,29,7,8,0,8
3566,91,30,7,17,1,18
3567,91,31,7,15,0,15
3568,91,32,7,2,1,3
3569,91,33,7,5,0,5
3570,91,34,7,6,0,6
3571,91,36,7,4,0,4
3572,91,40,7,2,0,2
3573,91,43,7,3,0,3
3574,91,45,7,1,0,1
3575,91,48,7,2,0,2
3576,92,1,7,18,2,20
3577,92,2,7,20,1,21
3578,92,3,7,6,0,6
3579,92,4,7,29,2,31
3580,92,5,7,14,0,14
3581,92,6,7,18,2,20
3582,92,7,7,3,1,4
3583,92,8,7,10,0,10
3584,92,9,7,95,1,96
3585,92,10,7,60,1,61
3586,92,11,7,31,1,32
3587,92,12,7,12,0,12
3588,92,13,7,11,0,11
3589,92,14,7,1,0,1
3590,92,15,7,5,1,6
3591,92,16,7,2,0,2
3592,92,17,7,4,0,4
3593,92,18,7,29,0,29
3594,92,19,7,10,0,10
3595,92,20,7,15,0,15
3596,92,21,7,8,0,8
3597,92,22,7,3,1,4
3598,92,23,7,12,0,12
3599,92,24,7,13,1,14
3600,92,26,7,6,0,6
3601,92,27,7,11,0,11
3602,92,28,7,10,0,10
3603,92,29,7,3,0,3
3604,92,30,7,8,1,9
3605,92,31,7,5,0,5
3606,92,32,7,8,0,8
3607,92,33,7,7,0,7
3608,92,34,7,4,0,4
3609,92,36,7,6,0,6
3610,92,40,7,2,0,2
3611,92,41,7,1,0,1
3612,92,45,7,2,0,2
3613,92,46,7,1,0,1
3614,93,1,7,28,1,29
3615,93,2,7,16,2,18
3616,93,3,7,4,0,4
3617,93,4,7,27,1,28
3618,93,5,7,18,0,18
3619,93,6,7,20,2,22
3620,93,7,7,4,0,4
3621,93,8,7,7,0,7
3622,93,9,7,91,1,92
3623,93,10,7,75,0,75
3624,93,11,7,32,1,33
3625,93,12,7,15,0,15
3626,93,13,7,8,0,8
3627,93,14,7,6,0,6
3628,93,15,7,2,1,3
3629,93,16,7,4,0,4
3630,93,17,7,9,1,10
3631,93,18,7,38,3,41
3632,93,19,7,9,0,9
3633,93,20,7,6,2,8
3634,93,21,7,6,0,6
3635,93,22,7,6,2,8
3636,93,23,7,12,0,12
3637,93,24,7,10,1,11
3638,93,25,7,5,0,5
3639,93,26,7,4,0,4
3640,93,27,7,7,0,7
3641,93,28,7,6,1,7
3642,93,29,7,3,0,3
3643,93,30,7,11,2,13
3644,93,31,7,9,0,9
3645,93,32,7,11,1,12
3646,93,33,7,7,0,7
3647,93,34,7,3,1,4
3648,93,36,7,4,0,4
3649,93,39,7,1,0,1
3650,93,40,7,3,1,4
3651,93,43,7,1,0,1
3652,93,46,7,1,0,1
3653,93,58,7,1,0,1
3654,94,1,7,19,0,19
3655,94,2,7,15,0,15
3656,94,3,7,6,0,6
3657,94,4,7,16,1,17
3658,94,5,7,9,0,9
3659,94,6,7,7,1,8
3660,94,8,7,6,0,6
3661,94,9,7,56,0,56
3662,94,10,7,51,1,52
3663,94,11,7,14,0,14
3664,94,12,7,5,0,5
3665,94,13,7,5,0,5
3666,94,14,7,2,0,2
3667,94,15,7,5,0,5
3668,94,17,7,4,0,4
3669,94,18,7,11,0,11
3670,94,19,7,7,0,7
3671,94,20,7,5,2,7
3672,94,21,7,2,0,2
3673,94,22,7,7,0,7
3674,94,23,7,2,0,2
3675,94,24,7,5,0,5
3676,94,25,7,1,0,1
3677,94,26,7,1,0,1
3678,94,27,7,3,0,3
3679,94,28,7,6,0,6
3680,94,29,7,6,0,6
3681,94,30,7,6,1,7
3682,94,31,7,13,0,13
3683,94,32,7,6,0,6
3684,94,33,7,2,0,2
3685,94,34,7,1,0,1
3686,94,36,7,3,1,4
3687,94,38,7,1,0,1
3688,94,54,7,1,0,1
3689,95,1,7,4,1,5
3690,95,2,7,1,0,1
3691,95,3,7,2,0,2
3692,95,4,7,6,1,7
3693,95,5,7,4,0,4
3694,95,6,7,3,0,3
3695,95,8,7,1,0,1
3696,95,9,7,23,0,23
3697,95,10,7,17,2,19
3698,95,11,7,4,0,4
3699,95,12,7,4,0,4
3700,95,13,7,1,0,1
3701,95,15,7,2,0,2
3702,95,18,7,4,0,4
3703,95,19,7,7,0,7
3704,95,20,7,1,0,1
3705,95,22,7,4,1,5
3706,95,23,7,1,0,1
3707,95,24,7,3,0,3
3708,95,27,7,1,0,1
3709,95,29,7,3,0,3
3710,95,36,7,2,0,2
3711,96,1,6,15,1,16
3712,96,2,6,20,0,20
3713,96,3,6,17,0,17
3714,96,4,6,19,0,19
3715,96,5,6,39,0,39
3716,96,6,6,26,1,27
3717,96,7,6,5,0,5
3718,96,8,6,8,0,8
3719,96,9,6,124,2,126
3720,96,10,6,79,0,79
3721,96,11,6,65,0,65
3722,96,12,6,10,0,10
3723,96,13,6,11,0,11
3724,96,14,6,3,0,3
3725,96,15,6,2,1,3
3726,96,17,6,29,0,29
3727,96,18,6,15,1,16
3728,96,19,6,52,0,52
3729,96,20,6,7,0,7
3730,96,21,6,17,0,17
3731,96,22,6,14,0,14
3732,96,23,6,19,2,21
3733,96,24,6,8,0,8
3734,96,25,6,1,0,1
3735,96,26,6,3,0,3
3736,96,27,6,11,0,11
3737,96,28,6,5,0,5
3738,96,29,6,8,0,8
3739,96,30,6,11,2,13
3740,96,31,6,6,0,6
3741,96,32,6,1,0,1
3742,96,33,6,5,0,5
3743,96,34,6,4,0,4
3744,96,36,6,8,1,9
3745,96,39,6,1,0,1
3746,96,43,6,3,0,3
3747,97,1,6,20,2,22
3748,97,2,6,14,0,14
3749,97,3,6,16,1,17
3750,97,4,6,26,3,29
3751,97,5,6,44,1,45
3752,97,6,6,33,1,34
3753,97,7,6,3,0,3
3754,97,8,6,15,0,15
3755,97,9,6,117,1,118
3756,97,10,6,57,2,59
3757,97,11,6,24,2,26
3758,97,12,6,11,0,11
3759,97,13,6,12,0,12
3760,97,14,6,2,0,2
3761,97,15,6,4,0,4
3762,97,16,6,22,0,22
3763,97,17,6,36,0,36
3764,97,18,6,27,3,30
3765,97,19,6,12,0,12
3766,97,20,6,6,1,7
3767,97,21,6,10,0,10
3768,97,22,6,9,0,9
3769,97,23,6,9,3,12
3770,97,24,6,7,0,7
3771,97,25,6,4,0,4
3772,97,26,6,4,0,4
3773,97,27,6,35,0,35
3774,97,28,6,3,0,3
3775,97,29,6,11,0,11
3776,97,30,6,8,0,8
3777,97,31,6,9,0,9
3778,97,32,6,5,1,6
3779,97,33,6,3,0,3
3780,97,34,6,5,0,5
3781,97,36,6,9,0,9
3782,97,37,6,1,0,1
3783,97,42,6,1,0,1
3784,97,43,6,1,0,1
3785,97,45,6,1,0,1
3786,98,1,7,17,0,17
3787,98,2,7,20,0,20
3788,98,3,7,28,1,29
3789,98,4,7,24,4,28
3790,98,5,7,33,0,33
3791,98,6,7,23,2,25
3792,98,7,7,3,0,3
3793,98,8,7,6,0,6
3794,98,9,7,135,0,135
3795,98,10,7,65,2,67
3796,98,11,7,27,0,27
3797,98,12,7,9,0,9
3798,98,13,7,7,0,7
3799,98,14,7,3,0,3
3800,98,15,7,10,0,10
3801,98,16,7,19,0,19
3802,98,17,7,39,0,39
3803,98,18,7,23,1,24
3804,98,19,7,19,0,19
3805,98,20,7,17,0,17
3806,98,21,7,10,1,11
3807,98,22,7,13,0,13
3808,98,23,7,22,2,24
3809,98,24,7,16,1,17
3810,98,25,7,7,0,7
3811,98,26,7,2,0,2
3812,98,27,7,17,0,17
3813,98,28,7,8,0,8
3814,98,29,7,8,0,8
3815,98,30,7,12,1,13
3816,98,31,7,18,0,18
3817,98,32,7,13,0,13
3818,98,33,7,21,0,21
3819,98,34,7,9,0,9
3820,98,36,7,15,1,16
3821,98,38,7,2,0,2
3822,98,40,7,1,1,2
3823,98,41,7,1,0,1
3824,98,45,7,4,0,4
3825,98,46,7,3,0,3
3826,98,47,7,1,0,1
3827,98,58,7,1,0,1
3828,99,1,7,203,1,204
3829,99,2,7,149,2,151
3830,99,3,7,23,0,23
3831,99,4,7,59,1,60
3832,99,5,7,39,1,40
3833,99,6,7,58,5,63
3834,99,7,7,10,0,10
3835,99,8,7,11,0,11
3836,99,9,7,317,4,321
3837,99,10,7,147,0,147
3838,99,11,7,39,2,41
3839,99,12,7,22,0,22
3840,99,13,7,33,0,33
3841,99,14,7,19,0,19
3842,99,15,7,21,1,22
3843,99,16,7,7,1,8
3844,99,17,7,75,1,76
3845,99,18,7,117,4,121
3846,99,19,7,17,0,17
3847,99,20,7,43,0,43
3848,99,21,7,27,0,27
3849,99,22,7,26,0,26
3850,99,23,7,13,0,13
3851,99,24,7,38,0,38
3852,99,25,7,38,0,38
3853,99,26,7,6,0,6
3854,99,27,7,41,1,42
3855,99,28,7,10,1,11
3856,99,29,7,22,0,22
3857,99,30,7,27,0,27
3858,99,31,7,57,1,58
3859,99,32,7,22,0,22
3860,99,33,7,112,0,112
3861,99,34,7,7,0,7
3862,99,36,7,26,2,28
3863,99,38,7,1,0,1
3864,99,40,7,2,1,3
3865,99,41,7,1,0,1
3866,99,42,7,1,0,1
3867,99,43,7,9,0,9
3868,99,48,7,2,0,2
3869,99,52,7,1,0,1
3870,99,58,7,0,1,1
3871,100,1,7,433,2,435
3872,100,2,7,177,0,177
3873,100,3,7,115,1,116
3874,100,4,7,207,6,213
3875,100,5,7,138,0,138
3876,100,6,7,165,3,168
3877,100,7,7,30,0,30
3878,100,8,7,78,0,78
3879,100,9,7,907,5,912
3880,100,10,7,769,6,775
3881,100,11,7,122,3,125
3882,100,12,7,101,1,102
3883,100,13,7,97,2,99
3884,100,14,7,58,1,59
3885,100,15,7,118,0,118
3886,100,16,7,62,1,63
3887,100,17,7,200,2,202
3888,100,18,7,319,9,328
3889,100,19,7,72,2,74
3890,100,20,7,130,8,138
3891,100,21,7,35,0,35
3892,100,22,7,92,4,96
3893,100,23,7,26,2,28
3894,100,24,7,105,0,105
3895,100,25,7,99,3,102
3896,100,26,7,17,1,18
3897,100,27,7,108,3,111
3898,100,28,7,98,1,99
3899,100,29,7,86,0,86
3900,100,30,7,85,5,90
3901,100,31,7,221,3,224
3902,100,32,7,83,0,83
3903,100,33,7,167,7,174
3904,100,34,7,29,0,29
3905,100,36,7,76,5,81
3906,100,38,7,3,0,3
3907,100,39,7,3,1,4
3908,100,40,7,5,0,5
3909,100,42,7,2,0,2
3910,100,43,7,6,0,6
3911,100,45,7,4,0,4
3912,100,46,7,3,0,3
3913,100,47,7,4,0,4
3914,100,48,7,1,0,1
3915,100,52,7,1,0,1
3916,100,55,7,1,0,1
3917,100,57,7,1,0,1
3918,100,58,7,2,0,2
3919,100,60,7,1,0,1
3920,101,1,7,590,13,603
3921,101,2,7,458,2,460
3922,101,3,7,539,3,542
3923,101,4,7,602,14,616
3924,101,5,7,772,5,777
3925,101,6,7,489,6,495
3926,101,7,7,184,1,185
3927,101,8,7,217,3,220
3928,101,9,7,2184,17,2201
3929,101,10,7,1315,15,1330
3930,101,11,7,694,2,696
3931,101,12,7,691,5,696
3932,101,13,7,371,5,376
3933,101,14,7,152,3,155
3934,101,15,7,265,2,267
3935,101,16,7,126,0,126
3936,101,17,7,868,4,872
3937,101,18,7,644,13,657
3938,101,19,7,283,1,284
3939,101,20,7,191,8,199
3940,101,21,7,192,1,193
3941,101,22,7,193,4,197
3942,101,23,7,189,5,194
3943,101,24,7,377,1,378
3944,101,25,7,208,6,214
3945,101,26,7,77,2,79
3946,101,27,7,494,8,502
3947,101,28,7,381,1,382
3948,101,29,7,243,3,246
3949,101,30,7,357,13,370
3950,101,31,7,799,8,807
3951,101,32,7,373,3,376
3952,101,33,7,294,7,301
3953,101,34,7,87,2,89
3954,101,36,7,174,4,178
3955,101,37,7,2,0,2
3956,101,38,7,5,0,5
3957,101,39,7,2,1,3
3958,101,40,7,11,1,12
3959,101,41,7,2,0,2
3960,101,42,7,2,0,2
3961,101,43,7,10,0,10
3962,101,45,7,9,0,9
3963,101,46,7,3,0,3
3964,101,47,7,1,0,1
3965,101,48,7,2,0,2
3966,101,50,7,2,0,2
3967,101,51,7,1,0,1
3968,101,52,7,2,1,3
3969,101,53,7,4,0,4
3970,101,54,7,2,1,3
3971,101,56,7,4,0,4
3972,101,58,7,2,0,2
3973,101,59,7,2,0,2
3974,101,61,7,1,0,1
3975,101,65,7,1,0,1
3976,102,1,6,834,14,848
3977,102,2,6,864,12,876
3978,102,3,6,751,6,757
3979,102,4,6,828,25,853
3980,102,5,6,1274,11,1285
3981,102,6,6,1185,23,1208
3982,102,7,6,336,1,337
3983,102,8,6,351,4,355
3984,102,9,6,3420,37,3457
3985,102,10,6,1912,18,1930
3986,102,11,6,1654,8,1662
3987,102,12,6,925,13,938
3988,102,13,6,692,13,705
3989,102,14,6,305,5,310
3990,102,15,6,572,3,575
3991,102,16,6,164,4,168
3992,102,17,6,898,7,905
3993,102,18,6,954,13,967
3994,102,19,6,625,3,628
3995,102,20,6,242,19,261
3996,102,21,6,448,5,453
3997,102,22,6,346,5,351
3998,102,23,6,414,7,421
3999,102,24,6,827,2,829
4000,102,25,6,295,23,318
4001,102,26,6,217,0,217
4002,102,27,6,583,11,594
4003,102,28,6,396,5,401
4004,102,29,6,716,5,721
4005,102,30,6,500,13,513
4006,102,31,6,1171,8,1179
4007,102,32,6,620,6,626
4008,102,33,6,299,7,306
4009,102,34,6,187,1,188
4010,102,36,6,309,10,319
4011,102,37,6,2,0,2
4012,102,38,6,0,1,1
4013,102,39,6,6,0,6
4014,102,40,6,9,0,9
4015,102,41,6,9,0,9
4016,102,42,6,10,0,10
4017,102,43,6,40,0,40
4018,102,45,6,10,0,10
4019,102,46,6,7,0,7
4020,102,47,6,1,0,1
4021,102,48,6,4,0,4
4022,102,50,6,9,0,9
4023,102,51,6,1,0,1
4024,102,52,6,2,1,3
4025,102,53,6,7,0,7
4026,102,54,6,9,1,10
4027,102,56,6,2,0,2
4028,102,58,6,7,1,8
4029,102,60,6,1,0,1
4030,102,61,6,1,0,1
4031,102,65,6,3,0,3
4032,103,1,5,589,30,619
4033,103,2,5,1046,21,1067
4034,103,3,5,531,8,539
4035,103,4,5,705,33,738
4036,103,5,5,883,10,893
4037,103,6,5,1257,34,1291
4038,103,7,5,236,0,236
4039,103,8,5,307,1,308
4040,103,9,5,2917,34,2951
4041,103,10,5,1525,19,1544
4042,103,11,5,1389,11,1400
4043,103,12,5,686,13,699
4044,103,13,5,817,15,832
4045,103,14,5,234,7,241
4046,103,15,5,629,8,637
4047,103,16,5,245,9,254
4048,103,17,5,465,22,487
4049,103,18,5,818,28,846
4050,103,19,5,626,10,636
4051,103,20,5,260,18,278
4052,103,21,5,554,12,566
4053,103,22,5,349,7,356
4054,103,23,5,316,15,331
4055,103,24,5,523,8,531
4056,103,25,5,239,19,258
4057,103,26,5,191,6,197
4058,103,27,5,401,9,410
4059,103,28,5,334,16,350
4060,103,29,5,662,4,666
4061,103,30,5,387,12,399
4062,103,31,5,756,17,773
4063,103,32,5,767,9,776
4064,103,33,5,219,8,227
4065,103,34,5,323,14,337
4066,103,35,5,1,0,1
4067,103,36,5,271,15,286
4068,103,37,5,3,0,3
4069,103,38,5,10,3,13
4070,103,39,5,16,0,16
4071,103,40,5,25,1,26
4072,103,41,5,12,0,12
4073,103,42,5,14,0,14
4074,103,43,5,23,0,23
4075,103,45,5,12,0,12
4076,103,46,5,9,1,10
4077,103,47,5,1,0,1
4078,103,48,5,1,0,1
4079,103,50,5,5,0,5
4080,103,51,5,2,0,2
4081,103,52,5,3,0,3
4082,103,54,5,3,0,3
4083,103,58,5,6,0,6
4084,103,60,5,1,0,1
4085,103,61,5,1,0,1
4086,103,64,5,1,0,1
4087,103,65,5,2,0,2
4088,103,71,5,1,0,1
4089,104,1,5,467,33,500
4090,104,2,5,509,20,529
4091,104,3,5,179,5,184
4092,104,4,5,387,24,411
4093,104,5,5,245,6,251
4094,104,6,5,1120,38,1158
4095,104,7,5,120,3,123
4096,104,8,5,122,1,123
4097,104,9,5,1305,33,1338
4098,104,10,5,759,23,782
4099,104,11,5,681,20,701
4100,104,12,5,244,7,251
4101,104,13,5,338,15,353
4102,104,14,5,129,4,133
4103,104,15,5,316,12,328
4104,104,16,5,94,6,100
4105,104,17,5,197,11,208
4106,104,18,5,325,19,344
4107,104,19,5,335,9,344
4108,104,20,5,183,22,205
4109,104,21,5,154,9,163
4110,104,22,5,138,6,144
4111,104,23,5,199,13,212
4112,104,24,5,152,6,158
4113,104,25,5,177,14,191
4114,104,26,5,114,3,117
4115,104,27,5,115,7,122
4116,104,28,5,105,12,117
4117,104,29,5,321,2,323
4118,104,30,5,189,18,207
4119,104,31,5,286,9,295
4120,104,32,5,342,1,343
4121,104,33,5,149,10,159
4122,104,34,5,172,6,178
4123,104,36,5,161,16,177
4124,104,37,5,1,0,1
4125,104,38,5,12,3,15
4126,104,39,5,13,1,14
4127,104,40,5,17,4,21
4128,104,41,5,15,0,15
4129,104,42,5,12,2,14
4130,104,43,5,26,0,26
4131,104,45,5,6,0,6
4132,104,46,5,7,0,7
4133,104,48,5,4,0,4
4134,104,50,5,3,0,3
4135,104,52,5,4,3,7
4136,104,53,5,3,1,4
4137,104,54,5,2,0,2
4138,104,55,5,1,0,1
4139,104,58,5,2,1,3
4140,104,61,5,1,0,1
4141,104,65,5,3,0,3
4142,104,69,5,2,0,2
4143,104,71,5,1,0,1
4144,105,1,5,375,28,403
4145,105,2,5,389,23,412
4146,105,3,5,49,2,51
4147,105,4,5,198,12,210
4148,105,5,5,93,5,98
4149,105,6,5,883,22,905
4150,105,7,5,47,2,49
4151,105,8,5,47,3,50
4152,105,9,5,608,18,626
4153,105,10,5,411,10,421
4154,105,11,5,387,13,400
4155,105,12,5,147,6,153
4156,105,13,5,231,7,238
4157,105,14,5,68,5,73
4158,105,15,5,221,5,226
4159,105,16,5,33,5,38
4160,105,17,5,111,10,121
4161,105,18,5,184,26,210
4162,105,19,5,228,14,242
4163,105,20,5,137,19,156
4164,105,21,5,70,2,72
4165,105,22,5,92,1,93
4166,105,23,5,109,7,116
4167,105,24,5,98,2,100
4168,105,25,5,101,14,115
4169,105,26,5,46,6,52
4170,105,27,5,88,5,93
4171,105,28,5,55,2,57
4172,105,29,5,112,2,114
4173,105,30,5,83,11,94
4174,105,31,5,157,13,170
4175,105,32,5,307,6,313
4176,105,33,5,92,11,103
4177,105,34,5,60,1,61
4178,105,36,5,92,5,97
4179,105,38,5,8,5,13
4180,105,39,5,12,1,13
4181,105,40,5,13,4,17
4182,105,41,5,4,0,4
4183,105,42,5,9,0,9
4184,105,43,5,18,0,18
4185,105,45,5,6,0,6
4186,105,46,5,10,0,10
4187,105,50,5,4,0,4
4188,105,51,5,1,0,1
4189,105,52,5,3,0,3
4190,105,53,5,1,0,1
4191,105,56,5,1,0,1
4192,105,58,5,6,1,7
4193,105,59,5,1,0,1
4194,105,61,5,2,0,2
4195,105,65,5,2,0,2
4196,105,69,5,1,0,1
4197,106,1,5,187,17,204
4198,106,2,5,168,10,178
4199,106,3,5,38,0,38
4200,106,4,5,90,12,102
4201,106,5,5,31,2,33
4202,106,6,5,301,9,310
4203,106,7,5,12,0,12
4204,106,8,5,22,0,22
4205,106,9,5,228,4,232
4206,106,10,5,206,16,222
4207,106,11,5,149,10,159
4208,106,12,5,64,6,70
4209,106,13,5,118,3,121
4210,106,14,5,172,17,189
4211,106,15,5,68,14,82
4212,106,16,5,23,2,25
4213,106,17,5,27,2,29
4214,106,18,5,85,13,98
4215,106,19,5,123,8,131
4216,106,20,5,64,11,75
4217,106,21,5,32,1,33
4218,106,22,5,33,9,42
4219,106,23,5,40,3,43
4220,106,24,5,40,2,42
4221,106,25,5,45,7,52
4222,106,26,5,21,2,23
4223,106,27,5,53,2,55
4224,106,28,5,24,0,24
4225,106,29,5,81,0,81
4226,106,30,5,45,11,56
4227,106,31,5,77,3,80
4228,106,32,5,147,2,149
4229,106,33,5,57,3,60
4230,106,34,5,35,5,40
4231,106,36,5,35,8,43
4232,106,38,5,2,0,2
4233,106,39,5,3,0,3
4234,106,40,5,6,2,8
4235,106,42,5,5,0,5
4236,106,43,5,5,0,5
4237,106,45,5,6,0,6
4238,106,46,5,2,1,3
4239,106,50,5,0,1,1
4240,106,52,5,2,0,2
4241,106,55,5,1,0,1
4242,106,56,5,1,0,1
4243,106,58,5,2,0,2
4244,106,65,5,1,0,1
4245,106,69,5,1,0,1
4246,107,1,6,39,7,46
4247,107,2,6,53,4,57
4248,107,3,6,4,1,5
4249,107,4,6,4,1,5
4250,107,6,6,75,9,84
4251,107,7,6,3,0,3
4252,107,8,6,3,0,3
4253,107,9,6,86,1,87
4254,107,10,6,20,1,21
4255,107,11,6,30,1,31
4256,107,12,6,15,0,15
4257,107,13,6,53,1,54
4258,107,14,6,9,1,10
4259,107,15,6,18,3,21
4260,107,16,6,0,1,1
4261,107,17,6,1,2,3
4262,107,18,6,9,3,12
4263,107,19,6,31,2,33
4264,107,20,6,11,7,18
4265,107,21,6,7,2,9
4266,107,22,6,30,1,31
4267,107,23,6,7,1,8
4268,107,24,6,1,0,1
4269,107,25,6,30,1,31
4270,107,26,6,1,0,1
4271,107,27,6,10,0,10
4272,107,28,6,10,0,10
4273,107,29,6,9,1,10
4274,107,30,6,4,3,7
4275,107,31,6,15,0,15
4276,107,32,6,81,1,82
4277,107,33,6,15,0,15
4278,107,34,6,3,1,4
4279,107,36,6,4,5,9
4280,107,39,6,1,0,1
4281,107,40,6,1,0,1
4282,107,42,6,1,0,1
4283,107,43,6,3,0,3
4284,107,46,6,1,0,1
4285,108,1,6,1,3,4
4286,108,2,6,6,0,6
4287,108,6,6,34,0,34
4288,108,11,6,36,0,36
4289,108,13,6,51,1,52
4290,108,15,6,0,1,1
4291,108,17,6,2,0,2
4292,108,18,6,1,0,1
4293,108,19,6,1,0,1
4294,108,20,6,1,2,3
4295,108,22,6,7,0,7
4296,108,23,6,0,1,1
4297,108,25,6,0,1,1
4298,108,28,6,1,0,1
4299,108,36,6,1,3,4
4300,108,39,6,1,0,1
4301,109,6,7,2,0,2
4302,109,9,7,1,0,1
4303,109,10,7,2,0,2
4304,109,15,7,1,0,1
4305,109,18,7,1,0,1
4306,109,22,7,1,0,1
4307,109,30,7,1,0,1
4308,110,1,7,5,0,5
4309,110,2,7,1,0,1
4310,110,3,7,2,0,2
4311,110,4,7,9,0,9
4312,110,5,7,2,0,2
4313,110,6,7,8,0,8
4314,110,9,7,4,0,4
4315,110,10,7,10,0,10
4316,110,11,7,4,0,4
4317,110,12,7,6,0,6
4318,110,13,7,2,0,2
4319,110,14,7,4,0,4
4320,110,15,7,7,0,7
4321,110,16,7,2,0,2
4322,110,17,7,3,0,3
4323,110,18,7,5,0,5
4324,110,19,7,4,0,4
4325,110,20,7,6,0,6
4326,110,21,7,2,0,2
4327,110,22,7,1,0,1
4328,110,23,7,3,0,3
4329,110,24,7,6,0,6
4330,110,26,7,1,0,1
4331,110,27,7,4,0,4
4332,110,28,7,3,0,3
4333,110,29,7,2,0,2
4334,110,30,7,11,0,11
4335,110,31,7,7,0,7
4336,110,32,7,5,0,5
4337,110,33,7,4,0,4
4338,110,34,7,2,0,2
4339,110,36,7,5,0,5
4340,110,40,7,1,0,1
4341,110,45,7,1,0,1
4342,110,46,7,1,0,1
4343,110,58,7,1,0,1
4344,111,1,7,3,0,3
4345,111,2,7,1,0,1
4346,111,3,7,2,0,2
4347,111,4,7,3,0,3
4348,111,6,7,4,0,4
4349,111,10,7,2,0,2
4350,111,11,7,5,0,5
4351,111,14,7,2,0,2
4352,111,15,7,4,0,4
4353,111,16,7,3,0,3
4354,111,17,7,1,0,1
4355,111,19,7,2,0,2
4356,111,20,7,1,0,1
4357,111,22,7,2,0,2
4358,111,23,7,6,0,6
4359,111,24,7,4,0,4
4360,111,25,7,1,0,1
4361,111,27,7,3,0,3
4362,111,30,7,2,0,2
4363,111,32,7,85,0,85
4364,111,36,7,4,0,4
